epoch,train_loss,val_loss,val_dice_mean,val_iou_mean,lr,dice_MA,iou_MA,prec_MA,recall_MA,dice_HE,iou_HE,prec_HE,recall_HE,dice_EX,iou_EX,prec_EX,recall_EX,dice_SE,iou_SE,prec_SE,recall_SE
29,0.597428,0.597036,0.010613,0.005346,0.00003940,0.004522,0.002266,0.002266,0.999789,0.017255,0.008703,0.008703,0.999945,0.016827,0.008485,0.008485,1.000000,0.003849,0.001928,0.001928,1.000000
30,0.596699,0.597106,0.010611,0.005344,0.00002955,0.004520,0.002265,0.002265,0.999789,0.017249,0.008699,0.008699,1.000000,0.016827,0.008485,0.008485,1.000000,0.003849,0.001928,0.001928,1.000000
31,0.597352,0.597024,0.010611,0.005344,0.00002103,0.004520,0.002265,0.002265,0.999789,0.017248,0.008699,0.008699,1.000000,0.016827,0.008485,0.008485,1.000000,0.003849,0.001928,0.001928,1.000000
32,0.597371,0.596832,0.010611,0.005344,0.00001392,0.004520,0.002265,0.002265,1.000000,0.017246,0.008698,0.008698,1.000000,0.016827,0.008485,0.008485,1.000000,0.003849,0.001928,0.001928,1.000000
33,0.597057,0.596897,0.010610,0.005344,0.00000832,0.004521,0.002265,0.002265,0.999789,0.017245,0.008698,0.008698,1.000000,0.016827,0.008485,0.008485,1.000000,0.003849,0.001928,0.001928,1.000000
34,0.596944,0.596953,0.010609,0.005343,0.00000427,0.004522,0.002266,0.002266,0.999789,0.017239,0.008694,0.008694,1.000000,0.016827,0.008485,0.008485,1.000000,0.003849,0.001928,0.001928,1.000000
35,0.597004,0.596952,0.010608,0.005343,0.00000182,0.004520,0.002265,0.002265,1.000000,0.017237,0.008693,0.008693,1.000000,0.016827,0.008485,0.008485,1.000000,0.003849,0.001928,0.001928,1.000000
36,0.597140,0.596101,0.010619,0.005348,0.00030000,0.004520,0.002265,0.002265,1.000000,0.017279,0.008715,0.008715,0.999670,0.016827,0.008485,0.008485,1.000000,0.003849,0.001928,0.001928,1.000000
37,0.596252,0.596410,0.010618,0.005348,0.00029980,0.004531,0.002271,0.002271,0.999578,0.017263,0.008707,0.008707,0.999945,0.016827,0.008485,0.008485,1.000000,0.003850,0.001929,0.001929,1.000000
38,0.595687,0.595228,0.010628,0.005353,0.00029918,0.004528,0.002269,0.002269,0.999367,0.017250,0.008700,0.008700,1.000000,0.016827,0.008485,0.008485,1.000000,0.003905,0.001956,0.001956,1.000000
39,0.595468,0.595338,0.011171,0.005626,0.00029816,0.004518,0.002264,0.002264,1.000000,0.017285,0.008718,0.008718,0.999890,0.016827,0.008485,0.008485,1.000000,0.006054,0.003036,0.003036,0.980465
40,0.594609,0.594220,0.012030,0.006058,0.00029673,0.004523,0.002267,0.002267,0.999578,0.017269,0.008710,0.008710,1.000000,0.016837,0.008490,0.008490,1.000000,0.009489,0.004767,0.004768,0.959693
41,0.594128,0.593736,0.011961,0.006024,0.00029491,0.004530,0.002270,0.002270,0.999156,0.017332,0.008742,0.008742,0.999450,0.016893,0.008518,0.008518,1.000000,0.009088,0.004565,0.004568,0.866963
42,0.592587,0.593148,0.012678,0.006387,0.00029268,0.004518,0.002264,0.002264,1.000000,0.017207,0.008678,0.008678,1.000000,0.017774,0.008966,0.008967,0.991121,0.011212,0.005638,0.005647,0.779921
43,0.592463,0.591722,0.020919,0.010638,0.00029007,0.004537,0.002274,0.002274,0.997467,0.017388,0.008770,0.008770,0.997580,0.047795,0.024482,0.024501,0.970046,0.013955,0.007026,0.007041,0.772502
44,0.591960,0.590705,0.031199,0.015965,0.00028708,0.004525,0.002268,0.002268,0.996623,0.017220,0.008685,0.008685,1.000000,0.057382,0.029538,0.029622,0.912386,0.045667,0.023367,0.023473,0.837537
45,0.590716,0.589990,0.034160,0.017541,0.00028371,0.004527,0.002269,0.002269,0.999578,0.017238,0.008694,0.008694,1.000000,0.068277,0.035345,0.035529,0.872429,0.046597,0.023854,0.024248,0.594955
46,0.591041,0.588863,0.040955,0.021168,0.00027997,0.004524,0.002267,0.002267,0.999367,0.017285,0.008718,0.008718,0.999890,0.082120,0.042818,0.043092,0.870743,0.059891,0.030870,0.031271,0.706479
47,0.588455,0.588381,0.038812,0.020146,0.00027588,0.004560,0.002285,0.002285,0.997256,0.017283,0.008717,0.008717,0.999615,0.098967,0.052060,0.052254,0.933517,0.034438,0.017521,0.017584,0.828882
48,0.589054,0.585070,0.074767,0.041124,0.00027145,0.004540,0.002275,0.002275,0.999367,0.017277,0.008714,0.008714,0.999670,0.224252,0.126286,0.127773,0.915590,0.052997,0.027220,0.027446,0.767310
49,0.585294,0.584320,0.093583,0.053299,0.00026668,0.004538,0.002274,0.002274,0.998945,0.017273,0.008712,0.008712,0.999780,0.292280,0.171152,0.175708,0.868439,0.060241,0.031056,0.031663,0.618447
