epoch,train_loss,val_loss,val_dice_mean,val_iou_mean,lr,dice_MA,iou_MA,prec_MA,recall_MA,dice_HE,iou_HE,prec_HE,recall_HE,dice_EX,iou_EX,prec_EX,recall_EX,dice_SE,iou_SE,prec_SE,recall_SE
78,0.714276,0.712861,0.156989,0.095854,0.00001337,0.007957,0.003994,0.004018,0.403124,0.433933,0.277084,0.471888,0.401628,0.002269,0.001136,0.013793,0.001236,0.183799,0.101200,0.218697,0.158506
79,0.713177,0.715675,0.156367,0.095322,0.00001236,0.007913,0.003972,0.003996,0.400802,0.431550,0.275144,0.481381,0.391068,0.003493,0.001750,0.020311,0.001911,0.182513,0.100420,0.213294,0.159496
80,0.713352,0.714544,0.161654,0.098432,0.00001139,0.007811,0.003921,0.003944,0.394048,0.430391,0.274203,0.482605,0.388372,0.006045,0.003032,0.034183,0.003316,0.202368,0.112575,0.228261,0.181751
81,0.713068,0.713536,0.165849,0.101198,0.00001045,0.008125,0.004079,0.004103,0.410722,0.436252,0.278978,0.453300,0.420439,0.009988,0.005019,0.053581,0.005507,0.209032,0.116714,0.230609,0.191147
82,0.712891,0.713995,0.165338,0.100958,0.00000956,0.008131,0.004082,0.004106,0.410933,0.436686,0.279333,0.450015,0.424124,0.008037,0.004035,0.042337,0.004440,0.208496,0.116381,0.229309,0.191147
83,0.712795,0.715379,0.165443,0.101101,0.00000871,0.008430,0.004233,0.004257,0.428240,0.437514,0.280011,0.439481,0.435565,0.006510,0.003265,0.034243,0.003597,0.209318,0.116893,0.230586,0.191642
84,0.712731,0.713239,0.170631,0.104267,0.00000789,0.008533,0.004285,0.004309,0.433727,0.438276,0.280636,0.426526,0.450690,0.010718,0.005388,0.053401,0.005957,0.224997,0.126758,0.240112,0.211672
85,0.712658,0.714299,0.167984,0.102590,0.00000712,0.008378,0.004207,0.004231,0.424863,0.437196,0.279751,0.444862,0.429789,0.009418,0.004731,0.047570,0.005226,0.216944,0.121670,0.232598,0.203264
86,0.711972,0.714273,0.165189,0.101139,0.00000640,0.008434,0.004235,0.004259,0.427818,0.440497,0.282459,0.448989,0.432319,0.004881,0.002447,0.025627,0.002698,0.206943,0.115414,0.230233,0.187933
87,0.712051,0.715044,0.160105,0.097901,0.00000571,0.008169,0.004101,0.004125,0.412832,0.437066,0.279645,0.465420,0.411969,0.002552,0.001278,0.013920,0.001405,0.192632,0.106582,0.223272,0.169387
88,0.711413,0.715456,0.161633,0.098956,0.00000507,0.008361,0.004198,0.004222,0.424441,0.438880,0.281132,0.453505,0.425169,0.001536,0.000768,0.008616,0.000843,0.197755,0.109727,0.232387,0.172107
89,0.711477,0.713655,0.162100,0.099038,0.00000448,0.008185,0.004109,0.004134,0.412621,0.436034,0.278800,0.458450,0.415709,0.003874,0.001941,0.020811,0.002136,0.200309,0.111302,0.231442,0.176558
90,0.712498,0.712358,0.164816,0.100652,0.00000393,0.008180,0.004107,0.004131,0.411988,0.436228,0.278959,0.456227,0.417909,0.006591,0.003306,0.033679,0.003653,0.208264,0.116236,0.235075,0.186944
91,0.711347,0.713433,0.165080,0.100793,0.00000342,0.008086,0.004059,0.004083,0.406501,0.435735,0.278555,0.458792,0.414884,0.006695,0.003359,0.034321,0.003709,0.209806,0.117197,0.235114,0.189416
92,0.711803,0.712446,0.164555,0.100451,0.00000297,0.008205,0.004119,0.004144,0.413043,0.435998,0.278770,0.452688,0.420494,0.007502,0.003765,0.038263,0.004159,0.206517,0.115149,0.232580,0.185707
93,0.711559,0.712625,0.161786,0.098648,0.00000256,0.007919,0.003975,0.003999,0.397003,0.433338,0.276600,0.465454,0.405368,0.006303,0.003161,0.032996,0.003484,0.199583,0.110854,0.227864,0.177547
94,0.711874,0.713863,0.165998,0.101051,0.00000219,0.007993,0.004012,0.004037,0.401435,0.430640,0.274405,0.459838,0.404928,0.009282,0.004662,0.045320,0.005170,0.216080,0.121126,0.233554,0.201039
95,0.710825,0.714972,0.163379,0.099645,0.00000188,0.008201,0.004117,0.004142,0.413677,0.433961,0.277108,0.453956,0.415654,0.006684,0.003353,0.033777,0.003709,0.204671,0.114002,0.225394,0.187438
96,0.711338,0.713897,0.166569,0.101536,0.00000161,0.008190,0.004112,0.004136,0.411777,0.433296,0.276566,0.450243,0.417579,0.008983,0.004512,0.044038,0.005002,0.215808,0.120956,0.232260,0.201533
97,0.712190,0.713916,0.168285,0.102470,0.00000139,0.008106,0.004070,0.004094,0.407134,0.431891,0.275421,0.447724,0.417139,0.011737,0.005903,0.054596,0.006575,0.221408,0.124485,0.235131,0.209199
98,0.710643,0.714222,0.166228,0.101286,0.00000122,0.008015,0.004024,0.004048,0.402279,0.431679,0.275249,0.459381,0.407128,0.007910,0.003971,0.040477,0.004384,0.217310,0.121900,0.237135,0.200544
99,0.710892,0.715326,0.168232,0.102638,0.00000110,0.008224,0.004129,0.004153,0.414099,0.434434,0.277493,0.449456,0.420384,0.008902,0.004471,0.044534,0.004945,0.221369,0.124460,0.238245,0.206726
100,0.711385,0.714925,0.167934,0.102467,0.00000102,0.008253,0.004144,0.004168,0.415787,0.435104,0.278040,0.445997,0.424729,0.009313,0.004678,0.046867,0.005170,0.219065,0.123006,0.236525,0.204006
