epoch,train_loss,val_loss,val_dice_mean,val_iou_mean,lr,dice_MA,iou_MA,prec_MA,recall_MA,dice_HE,iou_HE,prec_HE,recall_HE,dice_EX,iou_EX,prec_EX,recall_EX,dice_SE,iou_SE,prec_SE,recall_SE
62,0.569629,0.568304,0.299833,0.192570,0.00018158,0.004550,0.002280,0.002280,0.998312,0.336835,0.202526,0.215032,0.776910,0.565478,0.394193,0.456957,0.741598,0.292470,0.171282,0.234513,0.388477
63,0.570442,0.565558,0.279234,0.173689,0.00017389,0.004562,0.002286,0.002286,0.994724,0.349834,0.211999,0.225487,0.779935,0.480901,0.316570,0.337658,0.835225,0.281639,0.163900,0.188510,0.556627
64,0.568337,0.564953,0.296152,0.187616,0.00016613,0.004557,0.002284,0.002284,0.995990,0.312096,0.184901,0.194708,0.785930,0.526970,0.357745,0.391518,0.805721,0.340984,0.205534,0.255949,0.510633
65,0.565145,0.562170,0.293273,0.186899,0.00015832,0.004554,0.002282,0.002282,0.995357,0.304003,0.179248,0.187190,0.808591,0.550553,0.379837,0.422984,0.788299,0.313983,0.186227,0.233418,0.479476
66,0.566603,0.559111,0.307504,0.197231,0.00015050,0.004552,0.002281,0.002281,0.995568,0.343107,0.207078,0.221663,0.758869,0.554054,0.383178,0.427894,0.785714,0.328303,0.196389,0.256094,0.457221
67,0.564719,0.557572,0.313158,0.201603,0.00014268,0.004552,0.002281,0.002281,0.995990,0.359533,0.219165,0.237045,0.743963,0.558012,0.386974,0.437976,0.768686,0.330536,0.197989,0.252816,0.477250
68,0.565044,0.558576,0.294799,0.189147,0.00013487,0.004553,0.002282,0.002282,0.996201,0.286851,0.167441,0.172772,0.844398,0.567580,0.396239,0.449134,0.770878,0.320210,0.190625,0.243198,0.468595
69,0.562668,0.559487,0.315220,0.201056,0.00012711,0.004560,0.002285,0.002285,0.995568,0.391897,0.243701,0.274248,0.686321,0.513466,0.345411,0.375169,0.813252,0.350957,0.212825,0.266950,0.512117
70,0.561080,0.558091,0.316657,0.202364,0.00011942,0.004559,0.002285,0.002285,0.995568,0.391158,0.243130,0.267952,0.724108,0.519438,0.350838,0.383007,0.806845,0.351472,0.213204,0.259820,0.543027
71,0.561131,0.555386,0.331119,0.216216,0.00011181,0.004552,0.002281,0.002281,0.997256,0.376904,0.232213,0.249982,0.765634,0.580635,0.409081,0.471731,0.754917,0.362386,0.221289,0.306534,0.443126
72,0.558907,0.556753,0.330362,0.214834,0.00010430,0.004550,0.002280,0.002280,0.997467,0.403447,0.252699,0.278762,0.729938,0.563492,0.392265,0.453320,0.744408,0.349958,0.212091,0.302708,0.414688
73,0.555242,0.554163,0.318039,0.204445,0.00009692,0.004556,0.002283,0.002283,0.996834,0.344172,0.207855,0.220511,0.783620,0.543366,0.373028,0.411367,0.800101,0.380061,0.234614,0.322848,0.461919
74,0.557200,0.552813,0.332652,0.216841,0.00008969,0.004557,0.002284,0.002284,0.996201,0.378888,0.233721,0.253378,0.750784,0.571573,0.400141,0.456628,0.763853,0.375593,0.231218,0.317152,0.460435
75,0.559461,0.550458,0.333788,0.218540,0.00008263,0.004556,0.002283,0.002283,0.994724,0.377471,0.232644,0.249434,0.775590,0.585895,0.414322,0.475210,0.763797,0.367230,0.224912,0.288375,0.505440
76,0.556288,0.553750,0.340514,0.224278,0.00007575,0.004550,0.002280,0.002280,0.995990,0.379207,0.233964,0.251288,0.772400,0.596182,0.424686,0.496136,0.746769,0.382117,0.236183,0.321308,0.471316
77,0.553119,0.554766,0.333887,0.217239,0.00006908,0.004553,0.002282,0.002282,0.995568,0.393205,0.244714,0.265052,0.761289,0.560905,0.389762,0.439518,0.774924,0.376887,0.232200,0.317827,0.462908
78,0.558844,0.547315,0.332834,0.217596,0.00006263,0.004554,0.002282,0.002282,0.995146,0.373784,0.229849,0.246767,0.770255,0.582283,0.410719,0.470562,0.763572,0.370715,0.227532,0.304680,0.473294
79,0.552367,0.548299,0.336158,0.220702,0.00005642,0.004551,0.002281,0.002281,0.995357,0.379190,0.233951,0.252758,0.758704,0.591860,0.420313,0.491175,0.744464,0.369030,0.226264,0.299170,0.481454
80,0.551503,0.550420,0.343909,0.227158,0.00005046,0.004550,0.002280,0.002280,0.996623,0.420149,0.265942,0.296343,0.721632,0.596542,0.425051,0.502521,0.733843,0.354394,0.215358,0.301756,0.429278
81,0.556818,0.546828,0.327236,0.212721,0.00004479,0.004554,0.002282,0.002282,0.994724,0.362059,0.221045,0.234491,0.794016,0.570919,0.399501,0.449456,0.782342,0.371412,0.228057,0.308257,0.467112
82,0.554788,0.546907,0.333199,0.218290,0.00003940,0.004552,0.002281,0.002281,0.995568,0.365197,0.223389,0.237943,0.785050,0.589025,0.417460,0.481062,0.759469,0.374022,0.230029,0.311871,0.467112
83,0.550058,0.548196,0.332890,0.217761,0.00003432,0.004552,0.002281,0.002281,0.995568,0.370089,0.227061,0.243666,0.769155,0.584317,0.412745,0.473613,0.762560,0.372604,0.228957,0.307137,0.473541
84,0.549356,0.547062,0.335588,0.219912,0.00002955,0.004552,0.002281,0.002281,0.996201,0.388274,0.240906,0.261851,0.750729,0.585583,0.414011,0.476311,0.759919,0.363940,0.222449,0.315066,0.430762
85,0.553121,0.547402,0.335561,0.220213,0.00002512,0.004552,0.002281,0.002281,0.996412,0.383872,0.237526,0.256954,0.758539,0.590946,0.419392,0.487491,0.750140,0.362875,0.221653,0.314795,0.428289
86,0.552569,0.547252,0.333593,0.218266,0.00002103,0.004550,0.002280,0.002280,0.995146,0.384971,0.238368,0.257391,0.763324,0.583377,0.411808,0.474099,0.758121,0.361476,0.220610,0.310492,0.432493
87,0.549070,0.547079,0.337216,0.220708,0.00001729,0.004552,0.002281,0.002281,0.994935,0.405768,0.254522,0.279762,0.738298,0.576524,0.405012,0.461650,0.767506,0.362018,0.221015,0.306245,0.442631
88,0.547386,0.547466,0.341734,0.225206,0.00001392,0.004549,0.002280,0.002280,0.995357,0.404950,0.253880,0.279175,0.736978,0.594435,0.422916,0.495556,0.742610,0.363001,0.221748,0.293731,0.475025
89,0.552612,0.546140,0.337968,0.222178,0.00001093,0.004550,0.002280,0.002280,0.995357,0.390589,0.242690,0.263982,0.750564,0.592925,0.421389,0.492154,0.745588,0.363810,0.222352,0.295849,0.472305
90,0.549393,0.546175,0.337676,0.221747,0.00000832,0.004551,0.002281,0.002281,0.994935,0.392806,0.244404,0.266365,0.747759,0.589449,0.417886,0.485740,0.749466,0.363899,0.222418,0.297642,0.468101
91,0.549003,0.548080,0.337525,0.221623,0.00000609,0.004550,0.002280,0.002280,0.995357,0.393213,0.244720,0.267254,0.743743,0.589240,0.417676,0.485103,0.750309,0.363095,0.221818,0.303181,0.452522
92,0.547383,0.546884,0.343100,0.226551,0.00000427,0.004550,0.002280,0.002280,0.995779,0.409366,0.257360,0.284898,0.726968,0.598568,0.427112,0.502461,0.740137,0.359916,0.219450,0.311416,0.426311
