epoch,train_loss,val_loss,val_dice_mean,val_iou_mean,lr,dice_MA,iou_MA,prec_MA,recall_MA,dice_HE,iou_HE,prec_HE,recall_HE,dice_EX,iou_EX,prec_EX,recall_EX,dice_SE,iou_SE,prec_SE,recall_SE
1,0.195319,0.158178,0.007426,0.003733,0.00010000,0.007093,0.003559,0.003559,1.000000,0.013575,0.006834,0.006834,1.000000,0.000000,0.000000,1.000000,0.000000,0.009035,0.004538,0.004538,0.999580
1,0.193726,0.159102,0.007427,0.003733,0.00010000,0.007093,0.003559,0.003559,1.000000,0.013575,0.006834,0.006834,1.000000,0.000000,0.000000,1.000000,0.000000,0.009039,0.004540,0.004540,1.000000
2,0.167767,0.159919,0.007486,0.003763,0.00009990,0.007093,0.003559,0.003559,1.000000,0.013575,0.006834,0.006834,1.000000,0.000000,0.000000,1.000000,0.000000,0.009277,0.004660,0.004671,0.675630
